Timestamp,Electricity Demand [kW],Heat Demand [kW],PV Generation [kW],Electricity Price [EUR/kWh],Temperature [°C]
2020-08-04 02:00:00+00:00,2.4,3.4,0.0,0.014,13.1
2020-08-04 03:00:00+00:00,2.4,3.0,0.1,0.028,13.6
2020-08-04 04:00:00+00:00,5.9,2.6,0.3,0.043,14.4
2020-08-04 05:00:00+00:00,8.0,1.2,0.7,0.047,15.3
2020-08-04 06:00:00+00:00,8.4,1.6,1.0,0.05,16.0
2020-08-04 07:00:00+00:00,8.9,0.8,1.3,0.048,17.0
2020-08-04 08:00:00+00:00,9.0,1.0,2.4,0.045,18.0
2020-08-04 09:00:00+00:00,9.0,1.0,2.5,0.047,18.5
2020-08-04 10:00:00+00:00,8.9,1.0,3.2,0.047,18.4
2020-08-04 11:00:00+00:00,8.6,0.8,3.4,0.044,18.8
2020-08-04 12:00:00+00:00,8.5,0.8,3.7,0.044,19.0
2020-08-04 13:00:00+00:00,8.3,0.8,2.4,0.044,18.7
2020-08-04 14:00:00+00:00,7.8,0.8,1.6,0.044,18.4
2020-08-04 15:00:00+00:00,7.5,1.8,1.2,0.044,18.1
2020-08-04 16:00:00+00:00,7.4,1.2,0.7,0.046,17.7
2020-08-04 17:00:00+00:00,5.3,2.0,0.2,0.044,17.2
2020-08-04 18:00:00+00:00,2.3,2.6,0.0,0.039,16.8
2020-08-04 19:00:00+00:00,2.4,2.6,0.0,0.04,16.4
2020-08-04 20:00:00+00:00,2.4,2.8,0.0,0.039,15.8
2020-08-04 21:00:00+00:00,2.4,2.6,0.0,0.024,15.3
2020-08-04 22:00:00+00:00,2.4,2.8,0.0,0.031,15.3
2020-08-04 23:00:00+00:00,2.4,2.4,0.0,0.027,15.1
2020-08-05 00:00:00+00:00,2.4,2.6,0.0,0.023,14.7
2020-08-05 01:00:00+00:00,2.4,2.8,0.0,0.02,14.3
2020-08-05 02:00:00+00:00,2.4,3.2,0.0,0.024,13.5
2020-08-05 03:00:00+00:00,2.4,4.0,0.1,0.036,13.1
2020-08-05 04:00:00+00:00,5.8,4.4,0.3,0.051,13.1
2020-08-05 05:00:00+00:00,7.4,2.6,1.5,0.053,14.0
2020-08-05 06:00:00+00:00,8.1,3.4,2.7,0.058,15.4
2020-08-05 07:00:00+00:00,8.3,3.2,4.1,0.06,16.7
2020-08-05 08:00:00+00:00,8.2,1.4,5.6,0.06,17.8
2020-08-05 09:00:00+00:00,8.3,0.8,6.8,0.06,18.8
2020-08-05 10:00:00+00:00,8.4,1.0,7.4,0.06,19.8
2020-08-05 11:00:00+00:00,8.1,0.8,6.0,0.059,20.0
2020-08-05 12:00:00+00:00,8.2,1.0,6.2,0.05,20.1
2020-08-05 13:00:00+00:00,7.9,0.8,4.8,0.045,20.0
2020-08-05 14:00:00+00:00,7.6,0.8,3.9,0.044,19.7
2020-08-05 15:00:00+00:00,7.3,0.8,2.3,0.044,19.3
2020-08-05 16:00:00+00:00,7.2,0.8,1.2,0.044,18.9
2020-08-05 17:00:00+00:00,5.2,0.6,0.2,0.047,18.2
2020-08-05 18:00:00+00:00,2.3,1.2,0.0,0.031,17.4
2020-08-05 19:00:00+00:00,2.4,2.8,0.0,0.04,16.5
2020-08-05 20:00:00+00:00,2.4,2.8,0.0,0.041,15.5
2020-08-05 21:00:00+00:00,2.4,2.2,0.0,0.023,14.8
2020-08-05 22:00:00+00:00,2.4,3.4,0.0,0.022,14.2
2020-08-05 23:00:00+00:00,2.4,3.8,0.0,0.02,13.9
2020-08-06 00:00:00+00:00,2.4,3.6,0.0,0.019,13.8
2020-08-06 01:00:00+00:00,2.4,3.8,0.0,0.021,13.7
2020-08-06 02:00:00+00:00,2.3,2.8,0.0,0.023,14.2
2020-08-06 03:00:00+00:00,2.4,2.2,0.0,0.027,14.7
2020-08-06 04:00:00+00:00,6.1,2.6,0.2,0.039,15.7
2020-08-06 05:00:00+00:00,7.4,1.2,0.5,0.05,16.4
2020-08-06 06:00:00+00:00,8.1,0.8,1.1,0.056,17.0
2020-08-06 07:00:00+00:00,8.5,1.2,1.0,0.057,17.6
2020-08-06 08:00:00+00:00,8.9,1.6,1.3,0.057,18.1
2020-08-06 09:00:00+00:00,8.8,1.4,1.0,0.057,18.4
2020-08-06 10:00:00+00:00,8.8,1.0,1.4,0.06,18.5
2020-08-06 11:00:00+00:00,8.6,0.8,2.3,0.057,18.9
2020-08-06 12:00:00+00:00,8.4,1.0,3.1,0.057,19.0
2020-08-06 13:00:00+00:00,8.0,1.0,1.5,0.057,18.7
2020-08-06 14:00:00+00:00,7.4,0.8,1.1,0.051,18.6
2020-08-06 15:00:00+00:00,7.3,0.8,1.1,0.052,18.7
2020-08-06 16:00:00+00:00,7.3,0.6,1.2,0.054,18.8
2020-08-06 17:00:00+00:00,5.2,0.8,0.2,0.054,18.7
2020-08-06 18:00:00+00:00,2.3,0.8,0.0,0.049,18.3
2020-08-06 19:00:00+00:00,2.4,1.8,0.0,0.043,17.6
2020-08-06 20:00:00+00:00,2.4,1.2,0.0,0.04,16.8
2020-08-06 21:00:00+00:00,2.4,2.0,0.0,0.03,16.3
2020-08-06 22:00:00+00:00,2.4,2.4,0.0,0.032,15.6
2020-08-06 23:00:00+00:00,2.4,2.4,0.0,0.03,15.2
2020-08-07 00:00:00+00:00,2.4,2.4,0.0,0.027,14.6
2020-08-07 01:00:00+00:00,2.4,2.4,0.0,0.027,13.6
2020-08-07 02:00:00+00:00,2.3,2.6,0.0,0.027,13.3
2020-08-07 03:00:00+00:00,2.4,2.4,0.1,0.031,13.8
2020-08-07 04:00:00+00:00,5.8,1.8,0.3,0.044,15.4
2020-08-07 05:00:00+00:00,7.2,0.8,1.2,0.049,16.1
2020-08-07 06:00:00+00:00,7.7,0.8,2.1,0.05,17.9
2020-08-07 07:00:00+00:00,7.9,0.8,1.8,0.051,18.7
2020-08-07 08:00:00+00:00,7.9,0.8,2.4,0.051,20.0
2020-08-07 09:00:00+00:00,8.0,0.8,3.2,0.054,21.0
2020-08-07 10:00:00+00:00,8.0,0.8,3.8,0.051,21.6
2020-08-07 11:00:00+00:00,8.0,0.8,4.4,0.051,22.2
2020-08-07 12:00:00+00:00,8.0,0.8,4.2,0.05,22.8
2020-08-07 13:00:00+00:00,7.6,1.0,2.9,0.046,23.1
2020-08-07 14:00:00+00:00,7.3,0.8,3.0,0.044,22.8
2020-08-07 15:00:00+00:00,7.3,0.6,2.2,0.044,22.6
2020-08-07 16:00:00+00:00,7.3,0.8,1.4,0.051,22.5
2020-08-07 17:00:00+00:00,5.3,0.8,0.1,0.055,21.8
2020-08-07 18:00:00+00:00,2.5,0.8,0.0,0.041,20.6
2020-08-07 19:00:00+00:00,2.6,0.6,0.0,0.042,19.0
2020-08-07 20:00:00+00:00,2.6,0.8,0.0,0.037,18.0
2020-08-07 21:00:00+00:00,2.6,0.6,0.0,0.024,17.3
2020-08-07 22:00:00+00:00,2.6,0.6,0.0,0.029,16.5
2020-08-07 23:00:00+00:00,2.6,1.2,0.0,0.022,16.0
2020-08-08 00:00:00+00:00,2.6,1.0,0.0,0.015,15.4
2020-08-08 01:00:00+00:00,2.6,1.4,0.0,0.016,15.0
2020-08-08 02:00:00+00:00,2.6,1.6,0.0,0.016,14.5
2020-08-08 03:00:00+00:00,2.6,1.4,0.1,0.024,14.5
2020-08-08 04:00:00+00:00,5.7,1.2,0.3,0.028,15.8
2020-08-08 05:00:00+00:00,6.5,1.2,1.5,0.033,18.2
2020-08-08 06:00:00+00:00,6.6,0.8,2.6,0.036,20.3
2020-08-08 07:00:00+00:00,7.1,0.6,3.9,0.031,21.8
2020-08-08 08:00:00+00:00,7.2,0.8,5.3,0.03,23.0
2020-08-08 09:00:00+00:00,7.1,0.6,6.5,0.03,23.8
2020-08-08 10:00:00+00:00,7.1,0.6,7.3,0.03,24.8
2020-08-08 11:00:00+00:00,7.2,0.8,7.7,0.033,25.3
2020-08-08 12:00:00+00:00,7.1,0.6,7.5,0.033,25.7
2020-08-08 13:00:00+00:00,7.0,0.8,6.7,0.031,25.7
2020-08-08 14:00:00+00:00,6.8,0.6,5.2,0.033,25.5
2020-08-08 15:00:00+00:00,6.8,0.8,3.3,0.034,25.2
2020-08-08 16:00:00+00:00,6.8,0.6,1.3,0.035,24.4
2020-08-08 17:00:00+00:00,5.4,0.8,0.1,0.034,23.2
2020-08-08 18:00:00+00:00,2.8,0.6,0.0,0.029,21.2
2020-08-08 19:00:00+00:00,2.9,0.6,0.0,0.029,19.2
2020-08-08 20:00:00+00:00,2.9,0.8,0.0,0.029,18.0
2020-08-08 21:00:00+00:00,2.9,0.6,0.0,0.02,17.1
2020-08-08 22:00:00+00:00,2.9,0.6,0.0,0.005,16.5
2020-08-08 23:00:00+00:00,2.9,0.6,0.0,0.005,15.7
2020-08-09 00:00:00+00:00,2.9,0.8,0.0,0.016,15.0
2020-08-09 01:00:00+00:00,2.9,0.6,0.0,0.016,14.6
2020-08-09 02:00:00+00:00,2.8,0.6,0.0,0.015,14.5
2020-08-09 03:00:00+00:00,2.8,1.2,0.1,0.017,14.9
2020-08-09 04:00:00+00:00,5.9,1.0,0.3,0.019,16.6
2020-08-09 05:00:00+00:00,6.8,0.8,1.4,0.024,18.9
2020-08-09 06:00:00+00:00,6.8,0.8,2.5,0.024,20.7
2020-08-09 07:00:00+00:00,6.8,0.6,3.8,0.025,22.0
2020-08-09 08:00:00+00:00,6.8,0.6,5.0,0.026,23.0
2020-08-09 09:00:00+00:00,6.8,0.8,6.0,0.025,24.0
2020-08-09 10:00:00+00:00,6.8,0.6,5.6,0.024,24.9
2020-08-09 11:00:00+00:00,6.8,0.6,6.5,0.023,25.5
2020-08-09 12:00:00+00:00,6.8,0.8,6.3,0.023,25.7
2020-08-09 13:00:00+00:00,6.8,0.6,5.9,0.024,26.7
2020-08-09 14:00:00+00:00,6.8,0.6,5.1,0.028,25.4
2020-08-09 15:00:00+00:00,6.8,0.8,3.0,0.029,24.8
2020-08-09 16:00:00+00:00,6.8,0.6,1.3,0.034,24.8
2020-08-09 17:00:00+00:00,5.4,0.6,0.1,0.034,23.8
2020-08-09 18:00:00+00:00,2.8,0.8,0.0,0.029,22.2
2020-08-09 19:00:00+00:00,2.9,0.6,0.0,0.03,20.6
2020-08-09 20:00:00+00:00,2.9,0.6,0.0,0.03,19.7
2020-08-09 21:00:00+00:00,2.9,0.6,0.0,0.026,18.9
2020-08-09 22:00:00+00:00,2.9,0.6,0.0,0.024,18.1
2020-08-09 23:00:00+00:00,2.9,0.8,0.0,0.018,17.1
2020-08-10 00:00:00+00:00,2.9,0.6,0.0,0.017,16.2
2020-08-10 01:00:00+00:00,2.9,0.6,0.0,0.006,15.3
2020-08-10 02:00:00+00:00,2.8,0.8,0.0,0.017,14.6
2020-08-10 03:00:00+00:00,2.8,2.0,0.0,0.028,14.1
2020-08-10 04:00:00+00:00,6.3,1.6,0.3,0.044,14.6
2020-08-10 05:00:00+00:00,7.7,1.6,1.5,0.044,15.8
2020-08-10 06:00:00+00:00,8.2,1.4,2.6,0.051,17.3
2020-08-10 07:00:00+00:00,8.7,0.8,4.0,0.048,18.7
2020-08-10 08:00:00+00:00,8.1,1.0,5.4,0.048,19.8
2020-08-10 09:00:00+00:00,8.2,1.0,6.0,0.048,20.6
2020-08-10 10:00:00+00:00,8.5,0.6,6.0,0.048,21.0
2020-08-10 11:00:00+00:00,8.8,1.0,7.2,0.05,21.5
2020-08-10 12:00:00+00:00,8.7,0.8,7.4,0.048,21.6
2020-08-10 13:00:00+00:00,8.2,0.8,6.7,0.044,21.9
2020-08-10 14:00:00+00:00,7.4,0.6,5.1,0.044,21.9
2020-08-10 15:00:00+00:00,7.2,0.8,3.2,0.044,21.5
2020-08-10 16:00:00+00:00,6.5,0.6,1.3,0.048,20.9
2020-08-10 17:00:00+00:00,5.0,0.6,0.1,0.053,20.0
2020-08-10 18:00:00+00:00,2.4,0.8,0.0,0.046,18.4
2020-08-10 19:00:00+00:00,2.4,0.6,0.0,0.043,16.1
2020-08-10 20:00:00+00:00,2.5,0.6,0.0,0.04,14.9
2020-08-10 21:00:00+00:00,2.5,0.8,0.0,0.028,14.1
2020-08-10 22:00:00+00:00,2.5,2.0,0.0,0.026,13.4
2020-08-10 23:00:00+00:00,2.5,2.0,0.0,0.019,12.7
2020-08-11 00:00:00+00:00,2.5,2.2,0.0,0.017,12.1
2020-08-11 01:00:00+00:00,2.5,2.4,0.0,0.018,11.4
2020-08-11 02:00:00+00:00,2.5,3.6,0.0,0.024,11.1
2020-08-11 03:00:00+00:00,2.4,3.8,0.0,0.032,11.0
2020-08-11 04:00:00+00:00,6.0,3.4,0.3,0.04,12.1
2020-08-11 05:00:00+00:00,7.5,3.6,1.4,0.045,13.7
2020-08-11 06:00:00+00:00,8.4,1.8,2.5,0.051,15.2
2020-08-11 07:00:00+00:00,8.7,1.8,3.8,0.05,16.6
2020-08-11 08:00:00+00:00,8.8,0.8,5.1,0.051,17.5
2020-08-11 09:00:00+00:00,8.9,0.8,4.3,0.051,18.1
2020-08-11 10:00:00+00:00,9.2,1.2,4.6,0.051,18.3
2020-08-11 11:00:00+00:00,8.8,1.0,5.8,0.047,18.8
2020-08-11 12:00:00+00:00,8.9,1.0,3.3,0.049,18.7
2020-08-11 13:00:00+00:00,8.2,0.8,3.7,0.049,18.8
2020-08-11 14:00:00+00:00,7.4,0.8,3.1,0.044,18.6
2020-08-11 15:00:00+00:00,7.2,0.6,1.6,0.048,18.2
2020-08-11 16:00:00+00:00,7.1,0.8,1.0,0.046,17.8
2020-08-11 17:00:00+00:00,4.8,0.6,0.1,0.046,17.2
2020-08-11 18:00:00+00:00,2.0,0.8,0.0,0.041,16.1
2020-08-11 19:00:00+00:00,2.1,2.4,0.0,0.04,14.6
2020-08-11 20:00:00+00:00,2.1,3.2,0.0,0.035,13.4
2020-08-11 21:00:00+00:00,2.1,3.2,0.0,0.028,12.8
2020-08-11 22:00:00+00:00,2.1,3.2,0.0,0.025,11.9
2020-08-11 23:00:00+00:00,2.1,3.4,0.0,0.024,11.5
2020-08-12 00:00:00+00:00,2.1,5.0,0.0,0.024,11.1
2020-08-12 01:00:00+00:00,2.1,4.8,0.0,0.025,10.7
2020-08-12 02:00:00+00:00,2.1,4.4,0.0,0.026,10.6
2020-08-12 03:00:00+00:00,2.0,4.4,0.0,0.033,10.8
2020-08-12 04:00:00+00:00,6.2,3.8,0.3,0.044,11.2
2020-08-12 05:00:00+00:00,7.7,2.8,1.3,0.053,12.8
2020-08-12 06:00:00+00:00,8.1,1.4,2.3,0.057,14.2
2020-08-12 07:00:00+00:00,8.4,1.2,3.4,0.058,15.6
2020-08-12 08:00:00+00:00,8.6,1.0,4.5,0.06,16.4
2020-08-12 09:00:00+00:00,8.6,0.6,4.3,0.06,17.2
2020-08-12 10:00:00+00:00,8.8,1.0,3.9,0.06,17.3
2020-08-12 11:00:00+00:00,8.3,0.8,4.1,0.057,17.8
2020-08-12 12:00:00+00:00,8.4,0.8,3.5,0.06,17.9
2020-08-12 13:00:00+00:00,8.1,0.8,2.7,0.055,18.2
2020-08-12 14:00:00+00:00,7.6,0.6,1.8,0.056,18.2
2020-08-12 15:00:00+00:00,7.2,0.8,1.8,0.054,18.0
2020-08-12 16:00:00+00:00,7.2,0.8,1.2,0.055,17.6
2020-08-12 17:00:00+00:00,5.3,1.2,0.1,0.056,16.6
2020-08-12 18:00:00+00:00,2.2,3.0,0.0,0.046,15.5
2020-08-12 19:00:00+00:00,2.3,1.8,0.0,0.042,15.1
2020-08-12 20:00:00+00:00,2.3,1.6,0.0,0.038,14.9
2020-08-12 21:00:00+00:00,2.3,2.2,0.0,0.027,14.3
2020-08-12 22:00:00+00:00,2.3,2.6,0.0,0.03,14.0
2020-08-12 23:00:00+00:00,2.3,2.6,0.0,0.029,13.9
2020-08-13 00:00:00+00:00,2.3,2.8,0.0,0.028,13.8
2020-08-13 01:00:00+00:00,2.3,2.8,0.0,0.028,13.7
2020-08-13 02:00:00+00:00,2.3,2.8,0.0,0.025,13.6
2020-08-13 03:00:00+00:00,2.2,2.6,0.0,0.035,13.5
2020-08-13 04:00:00+00:00,6.0,2.8,0.3,0.048,13.7
2020-08-13 05:00:00+00:00,7.6,2.8,1.1,0.054,14.2
2020-08-13 06:00:00+00:00,8.0,2.2,2.2,0.057,15.0
2020-08-13 07:00:00+00:00,8.3,0.8,2.8,0.057,15.4
2020-08-13 08:00:00+00:00,8.4,1.0,3.5,0.057,15.9
2020-08-13 09:00:00+00:00,8.5,2.6,4.2,0.058,16.4
2020-08-13 10:00:00+00:00,8.5,1.0,6.6,0.058,16.8
2020-08-13 11:00:00+00:00,8.4,1.0,6.6,0.057,17.0
2020-08-13 12:00:00+00:00,8.5,1.0,6.2,0.057,17.0
2020-08-13 13:00:00+00:00,8.3,1.0,5.0,0.057,17.1
2020-08-13 14:00:00+00:00,8.0,1.2,5.0,0.057,17.2
2020-08-13 15:00:00+00:00,7.6,1.8,3.1,0.057,17.0
2020-08-13 16:00:00+00:00,7.3,1.8,1.2,0.058,16.4
2020-08-13 17:00:00+00:00,5.1,2.4,0.1,0.056,15.7
2020-08-13 18:00:00+00:00,2.1,2.8,0.0,0.048,14.4
2020-08-13 19:00:00+00:00,2.2,3.8,0.0,0.044,12.5
2020-08-13 20:00:00+00:00,2.1,3.6,0.0,0.038,11.6
2020-08-13 21:00:00+00:00,2.2,3.2,0.0,0.025,11.3
2020-08-13 22:00:00+00:00,2.2,3.6,0.0,0.021,11.8
2020-08-13 23:00:00+00:00,2.2,3.8,0.0,0.017,11.8
2020-08-14 00:00:00+00:00,2.2,2.4,0.0,0.013,11.7
2020-08-14 01:00:00+00:00,2.2,2.8,0.0,0.013,11.9
2020-08-14 02:00:00+00:00,2.2,3.0,0.0,0.013,12.0
2020-08-14 03:00:00+00:00,2.1,2.8,0.0,0.032,12.4
2020-08-14 04:00:00+00:00,5.4,2.4,0.2,0.043,13.0
2020-08-14 05:00:00+00:00,7.2,2.2,0.6,0.052,14.3
2020-08-14 06:00:00+00:00,7.9,1.0,1.2,0.052,15.6
2020-08-14 07:00:00+00:00,8.6,0.8,1.5,0.055,16.6
2020-08-14 08:00:00+00:00,8.9,0.8,1.8,0.055,17.4
2020-08-14 09:00:00+00:00,8.4,0.8,2.0,0.053,17.7
2020-08-14 10:00:00+00:00,8.4,0.8,3.0,0.053,18.2
2020-08-14 11:00:00+00:00,8.5,0.8,6.6,0.05,19.3
2020-08-14 12:00:00+00:00,8.6,0.8,6.1,0.048,19.4
2020-08-14 13:00:00+00:00,8.4,0.8,6.2,0.048,19.8
2020-08-14 14:00:00+00:00,7.7,0.8,4.6,0.047,20.0
2020-08-14 15:00:00+00:00,7.4,0.6,3.0,0.048,20.1
2020-08-14 16:00:00+00:00,7.4,0.8,1.1,0.048,19.6
2020-08-14 17:00:00+00:00,5.6,0.8,0.0,0.05,18.6
2020-08-14 18:00:00+00:00,2.6,1.2,0.0,0.04,17.7
2020-08-14 19:00:00+00:00,2.6,1.0,0.0,0.036,16.8
2020-08-14 20:00:00+00:00,2.6,1.2,0.0,0.029,16.1
2020-08-14 21:00:00+00:00,2.7,2.0,0.0,0.025,15.4
2020-08-14 22:00:00+00:00,2.7,2.0,0.0,0.029,15.1
2020-08-14 23:00:00+00:00,2.7,1.8,0.0,0.029,14.9
2020-08-15 00:00:00+00:00,2.7,2.4,0.0,0.027,14.7
2020-08-15 01:00:00+00:00,2.7,2.0,0.0,0.026,14.8
2020-08-15 02:00:00+00:00,2.6,2.2,0.0,0.02,14.9
2020-08-15 03:00:00+00:00,2.6,2.0,0.0,0.027,15.3
2020-08-15 04:00:00+00:00,5.7,1.0,0.3,0.029,15.8
2020-08-15 05:00:00+00:00,6.6,1.0,0.9,0.029,16.8
2020-08-15 06:00:00+00:00,6.7,0.8,1.9,0.031,17.9
2020-08-15 07:00:00+00:00,7.3,0.8,2.2,0.032,19.1
2020-08-15 08:00:00+00:00,7.3,0.6,3.3,0.032,20.6
2020-08-15 09:00:00+00:00,7.3,0.8,4.6,0.034,21.8
2020-08-15 10:00:00+00:00,7.3,0.6,5.6,0.039,22.3
2020-08-15 11:00:00+00:00,7.3,0.8,7.4,0.035,23.3
2020-08-15 12:00:00+00:00,7.3,0.6,7.4,0.034,23.9
2020-08-15 13:00:00+00:00,6.9,0.6,6.5,0.03,24.3
2020-08-15 14:00:00+00:00,6.5,1.0,4.9,0.032,24.4
2020-08-15 15:00:00+00:00,6.6,0.8,3.0,0.035,24.4
2020-08-15 16:00:00+00:00,6.5,0.6,1.1,0.035,23.6
2020-08-15 17:00:00+00:00,5.2,0.8,0.1,0.031,22.2
2020-08-15 18:00:00+00:00,2.6,0.6,0.0,0.026,20.6
2020-08-15 19:00:00+00:00,2.6,0.6,0.0,0.03,19.2
2020-08-15 20:00:00+00:00,2.6,0.6,0.0,0.028,18.3
2020-08-15 21:00:00+00:00,2.6,0.8,0.0,0.017,17.7
2020-08-15 22:00:00+00:00,2.6,0.6,0.0,0.012,17.6
2020-08-15 23:00:00+00:00,2.6,0.6,0.0,0.011,17.0
2020-08-16 00:00:00+00:00,2.7,0.6,0.0,0.011,16.8
2020-08-16 01:00:00+00:00,2.7,0.8,0.0,0.011,16.7
2020-08-16 02:00:00+00:00,2.6,1.2,0.0,0.011,16.3
2020-08-16 03:00:00+00:00,2.6,1.2,0.0,0.011,15.8
2020-08-16 04:00:00+00:00,5.7,1.0,0.3,0.012,16.5
2020-08-16 05:00:00+00:00,6.5,1.0,1.1,0.013,18.2
2020-08-16 06:00:00+00:00,6.5,1.0,1.9,0.025,19.4
2020-08-16 07:00:00+00:00,6.5,0.6,3.1,0.028,21.0
2020-08-16 08:00:00+00:00,6.5,0.6,4.4,0.026,21.9
2020-08-16 09:00:00+00:00,6.6,0.8,6.0,0.024,22.6
2020-08-16 10:00:00+00:00,6.5,0.6,6.9,0.024,23.7
2020-08-16 11:00:00+00:00,6.5,0.6,7.6,0.022,24.3
2020-08-16 12:00:00+00:00,6.5,0.6,7.6,0.021,24.6
2020-08-16 13:00:00+00:00,6.5,0.8,6.5,0.021,24.8
2020-08-16 14:00:00+00:00,6.5,0.6,4.9,0.022,24.7
2020-08-16 15:00:00+00:00,6.5,0.6,2.9,0.029,24.4
2020-08-16 16:00:00+00:00,6.5,0.6,1.1,0.034,23.7
2020-08-16 17:00:00+00:00,5.2,0.8,0.0,0.037,22.0
2020-08-16 18:00:00+00:00,2.6,0.6,0.0,0.036,19.6
2020-08-16 19:00:00+00:00,2.6,0.6,0.0,0.04,18.2
2020-08-16 20:00:00+00:00,2.6,0.6,0.0,0.036,16.6
2020-08-16 21:00:00+00:00,2.6,0.8,0.0,0.025,15.6
2020-08-16 22:00:00+00:00,2.7,0.6,0.0,0.013,14.2
2020-08-16 23:00:00+00:00,2.6,2.2,0.0,0.012,13.2
2020-08-17 00:00:00+00:00,2.7,3.2,0.0,0.012,12.2
2020-08-17 01:00:00+00:00,2.7,3.0,0.0,0.012,11.2
2020-08-17 02:00:00+00:00,2.6,3.0,0.0,0.013,10.4
2020-08-17 03:00:00+00:00,2.6,2.6,0.0,0.03,9.8
2020-08-17 04:00:00+00:00,6.3,3.2,0.3,0.046,10.9
2020-08-17 05:00:00+00:00,7.8,4.0,1.3,0.062,12.9
2020-08-17 06:00:00+00:00,8.4,2.0,2.4,0.071,15.3
2020-08-17 07:00:00+00:00,8.6,1.8,3.9,0.066,16.9
2020-08-17 08:00:00+00:00,8.7,1.8,5.4,0.069,18.1
2020-08-17 09:00:00+00:00,8.5,0.8,6.5,0.068,19.3
2020-08-17 10:00:00+00:00,8.5,1.0,6.7,0.071,20.2
2020-08-17 11:00:00+00:00,8.7,0.8,7.7,0.069,21.2
2020-08-17 12:00:00+00:00,8.6,0.8,7.4,0.067,21.8
2020-08-17 13:00:00+00:00,8.4,0.6,6.5,0.066,22.5
2020-08-17 14:00:00+00:00,8.1,0.8,4.9,0.062,22.7
2020-08-17 15:00:00+00:00,7.3,0.8,2.9,0.062,22.6
2020-08-17 16:00:00+00:00,6.6,0.6,1.0,0.062,22.0
2020-08-17 17:00:00+00:00,5.1,0.8,0.0,0.063,20.3
2020-08-17 18:00:00+00:00,2.5,0.6,0.0,0.056,17.3
2020-08-17 19:00:00+00:00,2.5,0.6,0.0,0.047,14.9
2020-08-17 20:00:00+00:00,2.5,0.6,0.0,0.039,13.2
2020-08-17 21:00:00+00:00,2.5,1.4,0.0,0.025,12.0
2020-08-17 22:00:00+00:00,2.6,1.6,0.0,0.022,11.0
2020-08-17 23:00:00+00:00,2.6,2.0,0.0,0.018,11.7
2020-08-18 00:00:00+00:00,2.6,2.4,0.0,0.017,11.3
2020-08-18 01:00:00+00:00,2.6,2.2,0.0,0.017,10.8
2020-08-18 02:00:00+00:00,2.6,2.4,0.0,0.028,10.4
2020-08-18 03:00:00+00:00,2.5,3.0,0.0,0.042,10.1
2020-08-18 04:00:00+00:00,6.4,3.2,0.3,0.056,10.2
2020-08-18 05:00:00+00:00,7.8,3.0,1.2,0.065,13.6
2020-08-18 06:00:00+00:00,8.4,1.4,2.4,0.148,16.4
2020-08-18 07:00:00+00:00,8.8,1.0,3.8,0.14,18.4
2020-08-18 08:00:00+00:00,8.6,0.8,5.3,0.137,19.4
2020-08-18 09:00:00+00:00,8.7,1.2,6.7,0.135,20.3
2020-08-18 10:00:00+00:00,8.7,0.8,7.5,0.144,21.2
2020-08-18 11:00:00+00:00,8.8,0.8,8.0,0.134,21.8
2020-08-18 12:00:00+00:00,8.8,0.8,7.6,0.098,22.2
2020-08-18 13:00:00+00:00,8.7,0.6,6.5,0.071,22.5
2020-08-18 14:00:00+00:00,8.1,0.8,4.8,0.067,22.6
2020-08-18 15:00:00+00:00,7.5,0.8,2.9,0.067,22.3
2020-08-18 16:00:00+00:00,6.8,0.8,1.0,0.064,21.4
2020-08-18 17:00:00+00:00,4.9,0.6,0.0,0.063,20.1
2020-08-18 18:00:00+00:00,2.3,0.6,0.0,0.056,18.0
2020-08-18 19:00:00+00:00,2.3,0.8,0.0,0.046,16.3
2020-08-18 20:00:00+00:00,2.3,0.6,0.0,0.04,15.6
2020-08-18 21:00:00+00:00,2.3,0.6,0.0,0.024,15.2
2020-08-18 22:00:00+00:00,2.3,1.0,0.0,0.02,14.7
2020-08-18 23:00:00+00:00,2.3,1.0,0.0,0.018,14.4
2020-08-19 00:00:00+00:00,2.4,1.4,0.0,0.017,14.0
2020-08-19 01:00:00+00:00,2.3,1.4,0.0,0.018,13.9
2020-08-19 02:00:00+00:00,2.3,1.2,0.0,0.021,13.7
2020-08-19 03:00:00+00:00,2.3,1.4,0.0,0.039,13.5
2020-08-19 04:00:00+00:00,6.1,1.6,0.3,0.048,14.9
2020-08-19 05:00:00+00:00,7.7,0.6,0.9,0.072,16.7
2020-08-19 06:00:00+00:00,8.2,0.8,2.1,0.102,18.7
2020-08-19 07:00:00+00:00,8.7,0.8,2.3,0.101,20.0
2020-08-19 08:00:00+00:00,8.2,0.8,3.3,0.103,21.1
2020-08-19 09:00:00+00:00,8.4,0.8,4.4,0.093,21.9
2020-08-19 10:00:00+00:00,8.7,0.8,7.0,0.1,22.4
2020-08-19 11:00:00+00:00,8.5,1.0,7.4,0.074,22.6
2020-08-19 12:00:00+00:00,8.6,0.6,7.5,0.069,22.6
2020-08-19 13:00:00+00:00,8.3,1.0,6.4,0.065,22.3
2020-08-19 14:00:00+00:00,7.8,0.6,4.8,0.058,22.0
2020-08-19 15:00:00+00:00,7.8,1.0,2.8,0.055,21.7
2020-08-19 16:00:00+00:00,7.7,1.0,0.9,0.053,20.9
2020-08-19 17:00:00+00:00,5.6,0.8,0.1,0.055,19.6
